GLOBAL,MINCOAPNG,1,2015,2.054906202168448
GLOBAL,MINCOAPOL,1,2015,2.054906202168448
GLOBAL,MINCOAPRK,1,2015,2.054906202168448
GLOBAL,MINCOAPRT,1,2015,2.054906202168448
GLOBAL,MINCOAPRY,1,2015,2.054906202168448
GLOBAL,MINCOAQAT,1,2015,2.054906202168448
GLOBAL,MINCOAROU,1,2015,2.054906202168448
GLOBAL,MINCOARUS,1,2015,2.054906202168448
GLOBAL,MINCOARWA,1,2015,2.054906202168448
GLOBAL,MINCOASAU,1,2015,2.054906202168448
GLOBAL,MINCOASDN,1,2015,2.054906202168448
GLOBAL,MINCOASEN,1,2015,2.054906202168448
GLOBAL,MINCOASGP,1,2015,2.054906202168448
GLOBAL,MINCOASLE,1,2015,2.054906202168448
GLOBAL,MINCOASLV,1,2015,2.054906202168448
GLOBAL,MINCOASOM,1,2015,2.054906202168448
GLOBAL,MINCOASRB,1,2015,2.054906202168448
GLOBAL,MINCOASUR,1,2015,2.054906202168448
GLOBAL,MINCOASVK,1,2015,2.054906202168448
GLOBAL,MINCOASVN,1,2015,2.054906202168448
GLOBAL,MINCOASWE,1,2015,2.054906202168448
GLOBAL,MINCOASWZ,1,2015,2.054906202168448
GLOBAL,MINCOASYR,1,2015,2.054906202168448
GLOBAL,MINCOATCD,1,2015,2.054906202168448
GLOBAL,MINCOATGO,1,2015,2.054906202168448
GLOBAL,MINCOATHA,1,2015,2.054906202168448
GLOBAL,MINCOATJK,1,2015,2.054906202168448
GLOBAL,MINCOATKM,1,2015,2.054906202168448
GLOBAL,MINCOATLS,1,2015,2.054906202168448
GLOBAL,MINCOATTO,1,2015,2.054906202168448
GLOBAL,MINCOATUN,1,2015,2.054906202168448
GLOBAL,MINCOATUR,1,2015,2.054906202168448
GLOBAL,MINCOATWN,1,2015,2.054906202168448
GLOBAL,MINCOATZA,1,2015,2.054906202168448
GLOBAL,MINCOAUGA,1,2015,2.054906202168448
GLOBAL,MINCOAUKR,1,2015,2.054906202168448
GLOBAL,MINCOAURY,1,2015,2.054906202168448
GLOBAL,MINCOAUSA,1,2015,2.054906202168448
GLOBAL,MINCOAUZB,1,2015,2.054906202168448
GLOBAL,MINCOAVEN,1,2015,2.054906202168448
GLOBAL,MINCOAVNM,1,2015,2.054906202168448
GLOBAL,MINCOAYEM,1,2015,2.054906202168448
GLOBAL,MINCOAZAF,1,2015,2.054906202168448
GLOBAL,MINCOAZMB,1,2015,2.054906202168448
GLOBAL,MINCOAZWE,1,2015,2.054906202168448
GLOBAL,MINCOAAFG,2,2015,2.054906202168448
GLOBAL,MINCOAAGO,2,2015,2.054906202168448
GLOBAL,MINCOAALB,2,2015,2.054906202168448
GLOBAL,MINCOAARE,2,2015,2.054906202168448
GLOBAL,MINCOAARG,2,2015,2.054906202168448
GLOBAL,MINCOAARM,2,2015,2.054906202168448
GLOBAL,MINCOAATA,2,2015,2.054906202168448
GLOBAL,MINCOAAUS,2,2015,2.054906202168448
GLOBAL,MINCOAAUT,2,2015,2.054906202168448
GLOBAL,MINCOAAZE,2,2015,2.054906202168448
GLOBAL,MINCOABDI,2,2015,2.054906202168448
GLOBAL,MINCOABEL,2,2015,2.054906202168448
GLOBAL,MINCOABEN,2,2015,2.054906202168448
GLOBAL,MINCOABFA,2,2015,2.054906202168448
GLOBAL,MINCOABGD,2,2015,2.054906202168448
GLOBAL,MINCOABGR,2,2015,2.054906202168448
GLOBAL,MINCOABHR,2,2015,2.054906202168448
GLOBAL,MINCOABIH,2,2015,2.054906202168448
GLOBAL,MINCOABLR,2,2015,2.054906202168448
GLOBAL,MINCOABLZ,2,2015,2.054906202168448
GLOBAL,MINCOABOL,2,2015,2.054906202168448
GLOBAL,MINCOABRA,2,2015,2.054906202168448
GLOBAL,MINCOABRN,2,2015,2.054906202168448
GLOBAL,MINCOABTN,2,2015,2.054906202168448
GLOBAL,MINCOABWA,2,2015,2.054906202168448
GLOBAL,MINCOACAF,2,2015,2.054906202168448
GLOBAL,MINCOACAN,2,2015,2.054906202168448
GLOBAL,MINCOACHE,2,2015,2.054906202168448
GLOBAL,MINCOACHL,2,2015,2.054906202168448
GLOBAL,MINCOACHN,2,2015,2.054906202168448
GLOBAL,MINCOACIV,2,2015,2.054906202168448
GLOBAL,MINCOACMR,2,2015,2.054906202168448
GLOBAL,MINCOACOD,2,2015,2.054906202168448
GLOBAL,MINCOACOG,2,2015,2.054906202168448
GLOBAL,MINCOACOL,2,2015,2.054906202168448
GLOBAL,MINCOACPV,2,2015,2.054906202168448
GLOBAL,MINCOACRI,2,2015,2.054906202168448
GLOBAL,MINCOACUB,2,2015,2.054906202168448
GLOBAL,MINCOACYP,2,2015,2.054906202168448
GLOBAL,MINCOACZE,2,2015,2.054906202168448
GLOBAL,MINCOADEU,2,2015,2.054906202168448
GLOBAL,MINCOADJI,2,2015,2.054906202168448
GLOBAL,MINCOADNK,2,2015,2.054906202168448
GLOBAL,MINCOADOM,2,2015,2.054906202168448
GLOBAL,MINCOADZA,2,2015,2.054906202168448
GLOBAL,MINCOAECU,2,2015,2.054906202168448
GLOBAL,MINCOAEGY,2,2015,2.054906202168448
GLOBAL,MINCOAERI,2,2015,2.054906202168448
GLOBAL,MINCOAESH,2,2015,2.054906202168448
GLOBAL,MINCOAESP,2,2015,2.054906202168448
GLOBAL,MINCOAEST,2,2015,2.054906202168448
GLOBAL,MINCOAETH,2,2015,2.054906202168448
GLOBAL,MINCOAFIN,2,2015,2.054906202168448
GLOBAL,MINCOAFJI,2,2015,2.054906202168448
GLOBAL,MINCOAFRA,2,2015,2.054906202168448
GLOBAL,MINCOAGAB,2,2015,2.054906202168448
GLOBAL,MINCOAGBR,2,2015,2.054906202168448
GLOBAL,MINCOAGEO,2,2015,2.054906202168448
GLOBAL,MINCOAGHA,2,2015,2.054906202168448
GLOBAL,MINCOAGIN,2,2015,2.054906202168448
GLOBAL,MINCOAGMB,2,2015,2.054906202168448
GLOBAL,MINCOAGNB,2,2015,2.054906202168448
GLOBAL,MINCOAGNQ,2,2015,2.054906202168448
GLOBAL,MINCOAGRC,2,2015,2.054906202168448
GLOBAL,MINCOAGTM,2,2015,2.054906202168448
GLOBAL,MINCOAGUF,2,2015,2.054906202168448
GLOBAL,MINCOAGUY,2,2015,2.054906202168448
GLOBAL,MINCOAHND,2,2015,2.054906202168448
GLOBAL,MINCOAHRV,2,2015,2.054906202168448
GLOBAL,MINCOAHTI,2,2015,2.054906202168448
GLOBAL,MINCOAHUN,2,2015,2.054906202168448
GLOBAL,MINCOAIDN,2,2015,2.054906202168448
GLOBAL,MINCOAIND,2,2015,2.054906202168448
GLOBAL,MINCOAIRL,2,2015,2.054906202168448
GLOBAL,MINCOAIRN,2,2015,2.054906202168448
GLOBAL,MINCOAIRQ,2,2015,2.054906202168448
GLOBAL,MINCOAISL,2,2015,2.054906202168448
GLOBAL,MINCOAISR,2,2015,2.054906202168448
GLOBAL,MINCOAITA,2,2015,2.054906202168448
GLOBAL,MINCOAJAM,2,2015,2.054906202168448
GLOBAL,MINCOAJOR,2,2015,2.054906202168448
GLOBAL,MINCOAJPN,2,2015,2.054906202168448
GLOBAL,MINCOAKAZ,2,2015,2.054906202168448
GLOBAL,MINCOAKEN,2,2015,2.054906202168448
GLOBAL,MINCOAKGZ,2,2015,2.054906202168448
GLOBAL,MINCOAKHM,2,2015,2.054906202168448
GLOBAL,MINCOAKOR,2,2015,2.054906202168448
GLOBAL,MINCOAKOS,2,2015,2.054906202168448
GLOBAL,MINCOAKWT,2,2015,2.054906202168448
GLOBAL,MINCOALAO,2,2015,2.054906202168448
GLOBAL,MINCOALBN,2,2015,2.054906202168448
GLOBAL,MINCOALBR,2,2015,2.054906202168448
GLOBAL,MINCOALBY,2,2015,2.054906202168448
GLOBAL,MINCOALKA,2,2015,2.054906202168448
GLOBAL,MINCOALSO,2,2015,2.054906202168448
GLOBAL,MINCOALTU,2,2015,2.054906202168448
GLOBAL,MINCOALUX,2,2015,2.054906202168448
GLOBAL,MINCOALVA,2,2015,2.054906202168448
GLOBAL,MINCOAMAR,2,2015,2.054906202168448
GLOBAL,MINCOAMDA,2,2015,2.054906202168448
GLOBAL,MINCOAMDG,2,2015,2.054906202168448
GLOBAL,MINCOAMEX,2,2015,2.054906202168448
GLOBAL,MINCOAMKD,2,2015,2.054906202168448
GLOBAL,MINCOAMLI,2,2015,2.054906202168448
GLOBAL,MINCOAMLT,2,2015,2.054906202168448
GLOBAL,MINCOAMMR,2,2015,2.054906202168448
GLOBAL,MINCOAMNE,2,2015,2.054906202168448
GLOBAL,MINCOAMNG,2,2015,2.054906202168448
GLOBAL,MINCOAMOZ,2,2015,2.054906202168448
GLOBAL,MINCOAMRT,2,2015,2.054906202168448
GLOBAL,MINCOAMUS,2,2015,2.054906202168448
GLOBAL,MINCOAMWI,2,2015,2.054906202168448
GLOBAL,MINCOAMYS,2,2015,2.054906202168448
GLOBAL,MINCOANAM,2,2015,2.054906202168448
GLOBAL,MINCOANER,2,2015,2.054906202168448
GLOBAL,MINCOANGA,2,2015,2.054906202168448
GLOBAL,MINCOANIC,2,2015,2.054906202168448
GLOBAL,MINCOANLD,2,2015,2.054906202168448
GLOBAL,MINCOANOR,2,2015,2.054906202168448
GLOBAL,MINCOANPL,2,2015,2.054906202168448
GLOBAL,MINCOANZL,2,2015,2.054906202168448
GLOBAL,MINCOAOMN,2,2015,2.054906202168448
GLOBAL,MINCOAPAK,2,2015,2.054906202168448
GLOBAL,MINCOAPAN,2,2015,2.054906202168448
GLOBAL,MINCOAPER,2,2015,2.054906202168448
GLOBAL,MINCOAPHL,2,2015,2.054906202168448
GLOBAL,MINCOAPNG,2,2015,2.054906202168448
GLOBAL,MINCOAPOL,2,2015,2.054906202168448
GLOBAL,MINCOAPRK,2,2015,2.054906202168448
GLOBAL,MINCOAPRT,2,2015,2.054906202168448
GLOBAL,MINCOAPRY,2,2015,2.054906202168448
GLOBAL,MINCOAQAT,2,2015,2.054906202168448
GLOBAL,MINCOAROU,2,2015,2.054906202168448
GLOBAL,MINCOARUS,2,2015,2.054906202168448
GLOBAL,MINCOARWA,2,2015,2.054906202168448
GLOBAL,MINCOASAU,2,2015,2.054906202168448
GLOBAL,MINCOASDN,2,2015,2.054906202168448
GLOBAL,MINCOASEN,2,2015,2.054906202168448
GLOBAL,MINCOASGP,2,2015,2.054906202168448
GLOBAL,MINCOASLE,2,2015,2.054906202168448
GLOBAL,MINCOASLV,2,2015,2.054906202168448
GLOBAL,MINCOASOM,2,2015,2.054906202168448
GLOBAL,MINCOASRB,2,2015,2.054906202168448
GLOBAL,MINCOASUR,2,2015,2.054906202168448
GLOBAL,MINCOASVK,2,2015,2.054906202168448
GLOBAL,MINCOASVN,2,2015,2.054906202168448
GLOBAL,MINCOASWE,2,2015,2.054906202168448
GLOBAL,MINCOASWZ,2,2015,2.054906202168448
GLOBAL,MINCOASYR,2,2015,2.054906202168448
GLOBAL,MINCOATCD,2,2015,2.054906202168448
GLOBAL,MINCOATGO,2,2015,2.054906202168448
GLOBAL,MINCOATHA,2,2015,2.054906202168448
GLOBAL,MINCOATJK,2,2015,2.054906202168448
GLOBAL,MINCOATKM,2,2015,2.054906202168448
GLOBAL,MINCOATLS,2,2015,2.054906202168448
GLOBAL,MINCOATTO,2,2015,2.054906202168448
GLOBAL,MINCOATUN,2,2015,2.054906202168448
GLOBAL,MINCOATUR,2,2015,2.054906202168448
GLOBAL,MINCOATWN,2,2015,2.054906202168448
GLOBAL,MINCOATZA,2,2015,2.054906202168448
GLOBAL,MINCOAUGA,2,2015,2.054906202168448
GLOBAL,MINCOAUKR,2,2015,2.054906202168448
GLOBAL,MINCOAURY,2,2015,2.054906202168448
GLOBAL,MINCOAUSA,2,2015,2.054906202168448
GLOBAL,MINCOAUZB,2,2015,2.054906202168448
GLOBAL,MINCOAVEN,2,2015,2.054906202168448
GLOBAL,MINCOAVNM,2,2015,2.054906202168448
GLOBAL,MINCOAYEM,2,2015,2.054906202168448
GLOBAL,MINCOAZAF,2,2015,2.054906202168448
GLOBAL,MINCOAZMB,2,2015,2.054906202168448
GLOBAL,MINCOAZWE,2,2015,2.054906202168448
GLOBAL,MINCOAAFG,1,2016,2.3991401192385533
GLOBAL,MINCOAAGO,1,2016,2.3991401192385533
GLOBAL,MINCOAALB,1,2016,2.3991401192385533
GLOBAL,MINCOAARE,1,2016,2.3991401192385533
GLOBAL,MINCOAARG,1,2016,2.3991401192385533
GLOBAL,MINCOAARM,1,2016,2.3991401192385533
GLOBAL,MINCOAATA,1,2016,2.3991401192385533
GLOBAL,MINCOAAUS,1,2016,2.3991401192385533
GLOBAL,MINCOAAUT,1,2016,2.3991401192385533
GLOBAL,MINCOAAZE,1,2016,2.3991401192385533
GLOBAL,MINCOABDI,1,2016,2.3991401192385533
GLOBAL,MINCOABEL,1,2016,2.3991401192385533
GLOBAL,MINCOABEN,1,2016,2.3991401192385533
GLOBAL,MINCOABFA,1,2016,2.3991401192385533
GLOBAL,MINCOABGD,1,2016,2.3991401192385533
GLOBAL,MINCOABGR,1,2016,2.3991401192385533
GLOBAL,MINCOABHR,1,2016,2.3991401192385533
GLOBAL,MINCOABIH,1,2016,2.3991401192385533
GLOBAL,MINCOABLR,1,2016,2.3991401192385533
GLOBAL,MINCOABLZ,1,2016,2.3991401192385533
GLOBAL,MINCOABOL,1,2016,2.3991401192385533
GLOBAL,MINCOABRA,1,2016,2.3991401192385533
GLOBAL,MINCOABRN,1,2016,2.3991401192385533
GLOBAL,MINCOABTN,1,2016,2.3991401192385533
GLOBAL,MINCOABWA,1,2016,2.3991401192385533
GLOBAL,MINCOACAF,1,2016,2.3991401192385533
GLOBAL,MINCOACAN,1,2016,2.3991401192385533
GLOBAL,MINCOACHE,1,2016,2.3991401192385533
GLOBAL,MINCOACHL,1,2016,2.3991401192385533
GLOBAL,MINCOACHN,1,2016,2.3991401192385533
GLOBAL,MINCOACIV,1,2016,2.3991401192385533
GLOBAL,MINCOACMR,1,2016,2.3991401192385533
GLOBAL,MINCOACOD,1,2016,2.3991401192385533
GLOBAL,MINCOACOG,1,2016,2.3991401192385533
GLOBAL,MINCOACOL,1,2016,2.3991401192385533
GLOBAL,MINCOACPV,1,2016,2.3991401192385533
GLOBAL,MINCOACRI,1,2016,2.3991401192385533
GLOBAL,MINCOACUB,1,2016,2.3991401192385533
GLOBAL,MINCOACYP,1,2016,2.3991401192385533
GLOBAL,MINCOACZE,1,2016,2.3991401192385533
GLOBAL,MINCOADEU,1,2016,2.3991401192385533
GLOBAL,MINCOADJI,1,2016,2.3991401192385533
GLOBAL,MINCOADNK,1,2016,2.3991401192385533
GLOBAL,MINCOADOM,1,2016,2.3991401192385533
GLOBAL,MINCOADZA,1,2016,2.3991401192385533
GLOBAL,MINCOAECU,1,2016,2.3991401192385533
GLOBAL,MINCOAEGY,1,2016,2.3991401192385533
GLOBAL,MINCOAERI,1,2016,2.3991401192385533
GLOBAL,MINCOAESH,1,2016,2.3991401192385533
GLOBAL,MINCOAESP,1,2016,2.3991401192385533
GLOBAL,MINCOAEST,1,2016,2.3991401192385533
GLOBAL,MINCOAETH,1,2016,2.3991401192385533
GLOBAL,MINCOAFIN,1,2016,2.3991401192385533
GLOBAL,MINCOAFJI,1,2016,2.3991401192385533
GLOBAL,MINCOAFRA,1,2016,2.3991401192385533
GLOBAL,MINCOAGAB,1,2016,2.3991401192385533
GLOBAL,MINCOAGBR,1,2016,2.3991401192385533
GLOBAL,MINCOAGEO,1,2016,2.3991401192385533
GLOBAL,MINCOAGHA,1,2016,2.3991401192385533
GLOBAL,MINCOAGIN,1,2016,2.3991401192385533
GLOBAL,MINCOAGMB,1,2016,2.3991401192385533
GLOBAL,MINCOAGNB,1,2016,2.3991401192385533
GLOBAL,MINCOAGNQ,1,2016,2.3991401192385533
GLOBAL,MINCOAGRC,1,2016,2.3991401192385533
GLOBAL,MINCOAGTM,1,2016,2.3991401192385533
GLOBAL,MINCOAGUF,1,2016,2.3991401192385533
GLOBAL,MINCOAGUY,1,2016,2.3991401192385533
GLOBAL,MINCOAHND,1,2016,2.3991401192385533
GLOBAL,MINCOAHRV,1,2016,2.3991401192385533
GLOBAL,MINCOAHTI,1,2016,2.3991401192385533
GLOBAL,MINCOAHUN,1,2016,2.3991401192385533
GLOBAL,MINCOAIDN,1,2016,2.3991401192385533
GLOBAL,MINCOAIND,1,2016,2.3991401192385533
GLOBAL,MINCOAIRL,1,2016,2.3991401192385533
GLOBAL,MINCOAIRN,1,2016,2.3991401192385533
GLOBAL,MINCOAIRQ,1,2016,2.3991401192385533
GLOBAL,MINCOAISL,1,2016,2.3991401192385533
GLOBAL,MINCOAISR,1,2016,2.3991401192385533
GLOBAL,MINCOAITA,1,2016,2.3991401192385533
GLOBAL,MINCOAJAM,1,2016,2.3991401192385533
GLOBAL,MINCOAJOR,1,2016,2.3991401192385533
GLOBAL,MINCOAJPN,1,2016,2.3991401192385533
GLOBAL,MINCOAKAZ,1,2016,2.3991401192385533
GLOBAL,MINCOAKEN,1,2016,2.3991401192385533
GLOBAL,MINCOAKGZ,1,2016,2.3991401192385533
GLOBAL,MINCOAKHM,1,2016,2.3991401192385533
GLOBAL,MINCOAKOR,1,2016,2.3991401192385533
GLOBAL,MINCOAKOS,1,2016,2.3991401192385533
GLOBAL,MINCOAKWT,1,2016,2.3991401192385533
GLOBAL,MINCOALAO,1,2016,2.3991401192385533
GLOBAL,MINCOALBN,1,2016,2.3991401192385533
GLOBAL,MINCOALBR,1,2016,2.3991401192385533
GLOBAL,MINCOALBY,1,2016,2.3991401192385533
GLOBAL,MINCOALKA,1,2016,2.3991401192385533
GLOBAL,MINCOALSO,1,2016,2.3991401192385533
GLOBAL,MINCOALTU,1,2016,2.3991401192385533
GLOBAL,MINCOALUX,1,2016,2.3991401192385533
GLOBAL,MINCOALVA,1,2016,2.3991401192385533
GLOBAL,MINCOAMAR,1,2016,2.3991401192385533
GLOBAL,MINCOAMDA,1,2016,2.3991401192385533
GLOBAL,MINCOAMDG,1,2016,2.3991401192385533
GLOBAL,MINCOAMEX,1,2016,2.3991401192385533
GLOBAL,MINCOAMKD,1,2016,2.3991401192385533
GLOBAL,MINCOAMLI,1,2016,2.3991401192385533
GLOBAL,MINCOAMLT,1,2016,2.3991401192385533
GLOBAL,MINCOAMMR,1,2016,2.3991401192385533
GLOBAL,MINCOAMNE,1,2016,2.3991401192385533
GLOBAL,MINCOAMNG,1,2016,2.3991401192385533
GLOBAL,MINCOAMOZ,1,2016,2.3991401192385533
GLOBAL,MINCOAMRT,1,2016,2.3991401192385533
GLOBAL,MINCOAMUS,1,2016,2.3991401192385533
GLOBAL,MINCOAMWI,1,2016,2.3991401192385533
GLOBAL,MINCOAMYS,1,2016,2.3991401192385533
GLOBAL,MINCOANAM,1,2016,2.3991401192385533
GLOBAL,MINCOANER,1,2016,2.3991401192385533
GLOBAL,MINCOANGA,1,2016,2.3991401192385533
GLOBAL,MINCOANIC,1,2016,2.3991401192385533
GLOBAL,MINCOANLD,1,2016,2.3991401192385533
GLOBAL,MINCOANOR,1,2016,2.3991401192385533
GLOBAL,MINCOANPL,1,2016,2.3991401192385533
GLOBAL,MINCOANZL,1,2016,2.3991401192385533
GLOBAL,MINCOAOMN,1,2016,2.3991401192385533
GLOBAL,MINCOAPAK,1,2016,2.3991401192385533
GLOBAL,MINCOAPAN,1,2016,2.3991401192385533
GLOBAL,MINCOAPER,1,2016,2.3991401192385533
GLOBAL,MINCOAPHL,1,2016,2.3991401192385533
GLOBAL,MINCOAPNG,1,2016,2.3991401192385533
GLOBAL,MINCOAPOL,1,2016,2.3991401192385533
GLOBAL,MINCOAPRK,1,2016,2.3991401192385533
GLOBAL,MINCOAPRT,1,2016,2.3991401192385533
GLOBAL,MINCOAPRY,1,2016,2.3991401192385533
GLOBAL,MINCOAQAT,1,2016,2.3991401192385533
GLOBAL,MINCOAROU,1,2016,2.3991401192385533
GLOBAL,MINCOARUS,1,2016,2.3991401192385533
GLOBAL,MINCOARWA,1,2016,2.3991401192385533
GLOBAL,MINCOASAU,1,2016,2.3991401192385533
GLOBAL,MINCOASDN,1,2016,2.3991401192385533
GLOBAL,MINCOASEN,1,2016,2.3991401192385533
GLOBAL,MINCOASGP,1,2016,2.3991401192385533
GLOBAL,MINCOASLE,1,2016,2.3991401192385533
GLOBAL,MINCOASLV,1,2016,2.3991401192385533
GLOBAL,MINCOASOM,1,2016,2.3991401192385533
GLOBAL,MINCOASRB,1,2016,2.3991401192385533
GLOBAL,MINCOASUR,1,2016,2.3991401192385533
